Location,Feature Combination,Metric,Individual Value,Joint Value,GNN Value,Better Approach
Shimla,Wind Speed,R² Score (All),0.8099988465960485,0.8057357082825658,0.85341584434042,gnn
Shimla,meteorological_only,R² Score (All),0.668867868152039,0.6519714783792387,0.85341584434042,gnn
Shimla,all,R² Score (All),0.8221508925309867,0.8083338529354697,0.85341584434042,gnn
Shimla,Wind Direction,R² Score (All),0.8077235938701722,0.8026382721893456,0.85341584434042,gnn
Shimla,Relative Humidity,R² Score (All),0.8041128676393723,0.7999655071761971,0.85341584434042,gnn
Shimla,Temperature,R² Score (All),0.8156643220596365,0.8052308589579282,0.85341584434042,gnn
Shimla,Precipitable Water,R² Score (All),0.8163428564944795,0.8071137973577872,0.85341584434042,gnn
Shimla,Pressure,R² Score (All),0.8075190708660667,0.7993802554621483,0.85341584434042,gnn
Shimla,ghi_only,R² Score (Non-zero),0.6490210940588836,0.6529602000389971,0.6798308486413368,gnn
Shimla,Wind Speed,R² Score (Non-zero),0.6596528511995032,0.6623945760534129,0.6798308486413368,gnn
Shimla,meteorological_only,R² Score (Non-zero),0.4106383185500627,0.4145593330188721,0.6798308486413368,gnn
Shimla,all,R² Score (Non-zero),0.6811413368874897,0.6668799357831316,0.6798308486413368,individual
Shimla,Wind Direction,R² Score (Non-zero),0.6554020101448085,0.6574007304884331,0.6798308486413368,gnn
Shimla,Relative Humidity,R² Score (Non-zero),0.6489804474831433,0.6523251840575115,0.6798308486413368,gnn
Shimla,Temperature,R² Score (Non-zero),0.6697979585489049,0.6614237406889314,0.6798308486413368,gnn
Shimla,Precipitable Water,R² Score (Non-zero),0.6712247289440303,0.6654684004421065,0.6798308486413368,gnn
Shimla,Pressure,R² Score (Non-zero),0.6547994422611861,0.6513526761352199,0.6798308486413368,gnn
Shimla,ghi_only,Mean Absolute Error (Non-zero),123.98818313609836,128.9387426457597,123.36239695960148,gnn
Shimla,Wind Speed,Mean Absolute Error (Non-zero),122.23106761208464,127.35398875971724,123.36239695960148,individual
Shimla,meteorological_only,Mean Absolute Error (Non-zero),173.10742671851838,173.50682080762712,123.36239695960148,gnn
Shimla,all,Mean Absolute Error (Non-zero),120.12531296946491,129.07100989812028,123.36239695960148,individual
Shimla,Wind Direction,Mean Absolute Error (Non-zero),124.11216875802468,130.0065380728583,123.36239695960148,gnn
Shimla,Relative Humidity,Mean Absolute Error (Non-zero),122.32547085801023,131.1845428751405,123.36239695960148,individual
Shimla,Temperature,Mean Absolute Error (Non-zero),121.24715012856964,129.456721086447,123.36239695960148,individual
Shimla,Precipitable Water,Mean Absolute Error (Non-zero),119.99428715727618,128.31692368048434,123.36239695960148,individual
Shimla,Pressure,Mean Absolute Error (Non-zero),122.88517071765862,131.92554039771227,123.36239695960148,individual
Shimla,ghi_only,Root Mean Squared Error (All),120.27264770734836,124.41906692530678,75.65821762430973,gnn
Shimla,Wind Speed,Root Mean Squared Error (All),118.44081765686413,122.69866457151052,75.65821762430973,gnn
Shimla,meteorological_only,Root Mean Squared Error (All),156.35938039206465,164.22934652692183,75.65821762430973,gnn
Shimla,all,Root Mean Squared Error (All),114.5906342513229,121.87539963398126,75.65821762430973,gnn
Shimla,Wind Direction,Root Mean Squared Error (All),119.14786817428104,123.67297719646,75.65821762430973,gnn
Shimla,Relative Humidity,Root Mean Squared Error (All),120.2613936815618,124.50757976276051,75.65821762430973,gnn
Shimla,Temperature,Root Mean Squared Error (All),116.66161343915286,122.85799427833447,75.65821762430973,gnn
Shimla,Precipitable Water,Root Mean Squared Error (All),116.44670143012549,122.26268472186185,75.65821762430973,gnn
Shimla,Pressure,Root Mean Squared Error (All),119.21121968922482,124.68958600729958,75.65821762430973,gnn
Shimla,ghi_only,Mean Squared Error (Non-zero),29505.57427183804,30983.24819384896,28641.15973435335,gnn
Shimla,Wind Speed,Mean Squared Error (Non-zero),28611.79947613756,30140.95974842689,28641.15973435335,individual
Shimla,meteorological_only,Mean Squared Error (Non-zero),49545.58399562023,52267.35806638615,28641.15973435335,gnn
Shimla,all,Mean Squared Error (Non-zero),26805.337322076983,29740.512843604483,28641.15973435335,individual
Shimla,Wind Direction,Mean Squared Error (Non-zero),28969.152879245263,30586.803587084327,28641.15973435335,gnn
Shimla,Relative Humidity,Mean Squared Error (Non-zero),29508.99128790112,31039.9415695472,28641.15973435335,gnn
Shimla,Temperature,Mean Squared Error (Non-zero),27758.93563353457,30227.63462853136,28641.15973435335,individual
Shimla,Precipitable Water,Mean Squared Error (Non-zero),27638.992015414973,29866.53282693287,28641.15973435335,individual
Shimla,Pressure,Mean Squared Error (Non-zero),29019.80866266441,31126.76577337117,28641.15973435335,gnn
Shimla,ghi_only,Root Mean Squared Error (Non-zero),171.7718669393741,176.02059025537028,169.2369928069905,gnn
Shimla,Wind Speed,Root Mean Squared Error (Non-zero),169.15022753794202,173.61151963054436,169.2369928069905,individual
Shimla,meteorological_only,Root Mean Squared Error (Non-zero),222.5883734511312,228.6205547766564,169.2369928069905,gnn
Shimla,all,Root Mean Squared Error (Non-zero),163.72335606771864,172.45437902124863,169.2369928069905,individual
Shimla,Wind Direction,Root Mean Squared Error (Non-zero),170.20326929658333,174.89083334207177,169.2369928069905,gnn
Shimla,Relative Humidity,Root Mean Squared Error (Non-zero),171.7818130300793,176.18155853989714,169.2369928069905,gnn
Shimla,Temperature,Root Mean Squared Error (Non-zero),166.61013064497178,173.86096349822566,169.2369928069905,individual
Shimla,Precipitable Water,Root Mean Squared Error (Non-zero),166.2497880161505,172.81936473362256,169.2369928069905,individual
Shimla,Pressure,Root Mean Squared Error (Non-zero),170.352013967151,176.427791952887,169.2369928069905,gnn
Shimla,ghi_only,Mean Absolute Error (All),62.56570382893154,66.00248059043874,26.58715447905215,gnn
Shimla,Wind Speed,Mean Absolute Error (All),62.14989109941048,65.1067255041949,26.58715447905215,gnn
Shimla,meteorological_only,Mean Absolute Error (All),89.62391187226297,99.44969081465254,26.58715447905215,gnn
Shimla,all,Mean Absolute Error (All),60.336992155495714,65.9617804690311,26.58715447905215,gnn
Shimla,Wind Direction,Mean Absolute Error (All),61.85056260135941,68.30638297241028,26.58715447905215,gnn
Shimla,Relative Humidity,Mean Absolute Error (All),61.94429981674785,66.3573506231787,26.58715447905215,gnn
Shimla,Temperature,Mean Absolute Error (All),62.12403353937772,65.36727010181576,26.58715447905215,gnn
Shimla,Precipitable Water,Mean Absolute Error (All),60.57789049514672,68.2672048884984,26.58715447905215,gnn
Shimla,Pressure,Mean Absolute Error (All),61.30741849355992,67.0096694722103,26.58715447905215,gnn
Srinagar,ghi_only,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,Wind Speed,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,meteorological_only,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,all,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,Wind Direction,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,Relative Humidity,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,Temperature,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,Precipitable Water,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,Pressure,Non-zero Values Percentage,48.46611721611722,49.41620879120879,19.75087332230189,joint
Srinagar,ghi_only,Mean Squared Percentage Error (Non-zero),226.8267454090752,291.5401134786097,195.18490941308607,gnn
Srinagar,Wind Speed,Mean Squared Percentage Error (Non-zero),207.69968902978016,277.8541108203019,195.18490941308607,gnn
Srinagar,meteorological_only,Mean Squared Percentage Error (Non-zero),4867.277031387458,23007.29509377351,195.18490941308607,gnn
Srinagar,all,Mean Squared Percentage Error (Non-zero),400.81608992806446,323.7651212446018,195.18490941308607,gnn
Srinagar,Wind Direction,Mean Squared Percentage Error (Non-zero),233.4704891557319,325.169079614958,195.18490941308607,gnn
Srinagar,Relative Humidity,Mean Squared Percentage Error (Non-zero),284.9801172572481,287.4712149955694,195.18490941308607,gnn
Srinagar,Temperature,Mean Squared Percentage Error (Non-zero),300.6861712025957,319.7559927063189,195.18490941308607,gnn
Srinagar,Precipitable Water,Mean Squared Percentage Error (Non-zero),347.9841970148466,351.99309349381434,195.18490941308607,gnn
Srinagar,Pressure,Mean Squared Percentage Error (Non-zero),310.44479602323827,291.1109571695947,195.18490941308607,gnn
Srinagar,ghi_only,Mean Squared Percentage Error (All),4.383045230932552e+22,5.881927723517598e+22,4.738500401888922e+22,individual
Srinagar,Wind Speed,Mean Squared Percentage Error (All),5.859591128118959e+22,4.26470167782719e+22,4.738500401888922e+22,joint
Srinagar,meteorological_only,Mean Squared Percentage Error (All),1.0595640109105288e+26,1.3353879458443948e+26,4.738500401888922e+22,gnn
Srinagar,all,Mean Squared Percentage Error (All),9.976532239090646e+23,1.0577463458977604e+23,4.738500401888922e+22,gnn
Srinagar,Wind Direction,Mean Squared Percentage Error (All),7.765613273906204e+22,2.1762316628785524e+23,4.738500401888922e+22,gnn
Srinagar,Relative Humidity,Mean Squared Percentage Error (All),1.6279540584599547e+24,7.81638982326979e+22,4.738500401888922e+22,gnn
Srinagar,Temperature,Mean Squared Percentage Error (All),1.6801968021765236e+23,9.881023626335237e+22,4.738500401888922e+22,gnn
Srinagar,Precipitable Water,Mean Squared Percentage Error (All),5.425951124250864e+23,4.113150005955068e+23,4.738500401888922e+22,gnn
Srinagar,Pressure,Mean Squared Percentage Error (All),6.066223011438273e+22,4.076177324354738e+22,4.738500401888922e+22,joint
Srinagar,ghi_only,Mean Absolute Percentage Error (Non-zero),47.64439209301774,49.52151373561279,45.53160963344307,gnn
Srinagar,Wind Speed,Mean Absolute Percentage Error (Non-zero),46.65926013483755,48.30242983692092,45.53160963344307,gnn
Srinagar,meteorological_only,Mean Absolute Percentage Error (Non-zero),172.77454778065672,259.52506645670763,45.53160963344307,gnn
Srinagar,all,Mean Absolute Percentage Error (Non-zero),57.117053241855785,52.96772777596372,45.53160963344307,gnn
Srinagar,Wind Direction,Mean Absolute Percentage Error (Non-zero),48.13428548849888,53.290358660738704,45.53160963344307,gnn
Srinagar,Relative Humidity,Mean Absolute Percentage Error (Non-zero),51.80644690662648,49.355867897966455,45.53160963344307,gnn
Srinagar,Temperature,Mean Absolute Percentage Error (Non-zero),52.27551290291633,53.0982635291864,45.53160963344307,gnn
Srinagar,Precipitable Water,Mean Absolute Percentage Error (Non-zero),54.58044359101496,55.71350175323994,45.53160963344307,gnn
Srinagar,Pressure,Mean Absolute Percentage Error (Non-zero),52.893272654715,50.212224614880455,45.53160963344307,gnn
Srinagar,ghi_only,Mean Absolute Percentage Error (All),881192513785.7523,966869953901.989,1766523049901.2566,individual
Srinagar,Wind Speed,Mean Absolute Percentage Error (All),1111410152312.507,738745823276.1489,1766523049901.2566,joint
Srinagar,meteorological_only,Mean Absolute Percentage Error (All),37109919759802.72,47602457200181.6,1766523049901.2566,gnn
Srinagar,all,Mean Absolute Percentage Error (All),1503927630636.087,1096766839191.6744,1766523049901.2566,joint
Srinagar,Wind Direction,Mean Absolute Percentage Error (All),1085761471923.8584,2950218435362.28,1766523049901.2566,individual
Srinagar,Relative Humidity,Mean Absolute Percentage Error (All),1532391437172.8545,837377604608.074,1766523049901.2566,joint
Srinagar,Temperature,Mean Absolute Percentage Error (All),717763660320.6746,621673989619.6003,1766523049901.2566,joint
Srinagar,Precipitable Water,Mean Absolute Percentage Error (All),2153657243635.2776,3963763528172.808,1766523049901.2566,gnn
Srinagar,Pressure,Mean Absolute Percentage Error (All),1052235455800.5352,770282009695.5171,1766523049901.2566,joint
Srinagar,ghi_only,Mean Squared Error (All),6319.737394376706,6053.629712739753,2528.6710202133804,gnn
Srinagar,Wind Speed,Mean Squared Error (All),6328.117914463132,6061.438853280997,2528.6710202133804,gnn
Srinagar,meteorological_only,Mean Squared Error (All),36438.640719379706,40598.109515131815,2528.6710202133804,gnn
Srinagar,all,Mean Squared Error (All),6356.25780984155,6165.535999413206,2528.6710202133804,gnn
Srinagar,Wind Direction,Mean Squared Error (All),6318.317718414871,6081.142722950804,2528.6710202133804,gnn
Srinagar,Relative Humidity,Mean Squared Error (All),6588.776911117775,5977.73223715213,2528.6710202133804,gnn
Srinagar,Temperature,Mean Squared Error (All),6157.800437516798,6098.289365300516,2528.6710202133804,gnn
Srinagar,Precipitable Water,Mean Squared Error (All),6082.081978722865,6124.808518168956,2528.6710202133804,gnn
Srinagar,Pressure,Mean Squared Error (All),6118.799826682586,6096.522770938826,2528.6710202133804,gnn
Srinagar,ghi_only,R² Score (All),0.9286488726801148,0.9381201247685343,0.9514082109286472,gnn
Srinagar,Wind Speed,R² Score (All),0.9285542548948528,0.9380403001566424,0.9514082109286472,gnn
Srinagar,meteorological_only,R² Score (All),0.5886002960114389,0.585008322173581,0.9514082109286472,gnn
Srinagar,all,R² Score (All),0.9282365497225302,0.9369762247638156,0.9514082109286472,gnn
Srinagar,Wind Direction,R² Score (All),0.9286649011119916,0.937838888267478,0.9514082109286472,gnn
Srinagar,Relative Humidity,R² Score (All),0.925611361528124,0.9388959446555456,0.9514082109286472,gnn
Srinagar,Temperature,R² Score (All),0.9304771740327924,0.937663616217553,0.9514082109286472,gnn
Srinagar,Precipitable Water,R² Score (All),0.9313320509140184,0.9373925388724538,0.9514082109286472,gnn
Srinagar,Pressure,R² Score (All),0.9309174989031992,0.9376816742494898,0.9514082109286472,gnn
Srinagar,ghi_only,R² Score (Non-zero),0.8355245730910607,0.8594782511252201,0.8535287128754228,joint
Srinagar,Wind Speed,R² Score (Non-zero),0.83534476780392,0.8592592258673196,0.8535287128754228,joint
Srinagar,meteorological_only,R² Score (Non-zero),0.3269516921789511,0.3669698224192159,0.8535287128754228,gnn
Srinagar,all,R² Score (Non-zero),0.8370575559287174,0.856987168038503,0.8535287128754228,joint
Srinagar,Wind Direction,R² Score (Non-zero),0.8356496414703067,0.8592079626892611,0.8535287128754228,joint
Srinagar,Relative Humidity,R² Score (Non-zero),0.8326434285462565,0.8612867061717815,0.8535287128754228,joint
Srinagar,Temperature,R² Score (Non-zero),0.8400654517423938,0.858533487432205,0.8535287128754228,joint
Srinagar,Precipitable Water,R² Score (Non-zero),0.8430129777588442,0.8586434215573453,0.8535287128754228,joint
Srinagar,Pressure,R² Score (Non-zero),0.8408015744705722,0.8584396570931732,0.8535287128754228,joint
Srinagar,ghi_only,Mean Absolute Error (Non-zero),69.54785787884673,61.84770894119633,71.84038429658912,joint
Srinagar,Wind Speed,Mean Absolute Error (Non-zero),69.30829015384037,63.92243570988173,71.84038429658912,joint
Srinagar,meteorological_only,Mean Absolute Error (Non-zero),178.92382679495788,180.7907856324839,71.84038429658912,gnn
Srinagar,all,Mean Absolute Error (Non-zero),66.05043912373121,71.06507145234603,71.84038429658912,individual
Srinagar,Wind Direction,Mean Absolute Error (Non-zero),73.86304931838838,66.69314437269308,71.84038429658912,joint
Srinagar,Relative Humidity,Mean Absolute Error (Non-zero),68.42309851431317,65.77599890727895,71.84038429658912,joint
Srinagar,Temperature,Mean Absolute Error (Non-zero),69.13943513134036,69.45158996694144,71.84038429658912,individual
Srinagar,Precipitable Water,Mean Absolute Error (Non-zero),67.57568610370349,67.18170958236878,71.84038429658912,joint
Srinagar,Pressure,Mean Absolute Error (Non-zero),69.57670970062294,69.75408952920172,71.84038429658912,individual
Srinagar,ghi_only,Root Mean Squared Error (All),79.49677599989012,77.80507510914538,50.28589285488904,gnn
Srinagar,Wind Speed,Root Mean Squared Error (All),79.54946834808597,77.85524294022206,50.28589285488904,gnn
Srinagar,meteorological_only,Root Mean Squared Error (All),190.8890796231668,201.48972558205497,50.28589285488904,gnn
Srinagar,all,Root Mean Squared Error (All),79.72614257470099,78.52092714310756,50.28589285488904,gnn
Srinagar,Wind Direction,Root Mean Squared Error (All),79.48784635662783,77.98168197051668,50.28589285488904,gnn
Srinagar,Relative Humidity,Root Mean Squared Error (All),81.17128131992112,77.31579552169227,50.28589285488904,gnn
Srinagar,Temperature,Root Mean Squared Error (All),78.47165371977832,78.09154477470986,50.28589285488904,gnn
Srinagar,Precipitable Water,Root Mean Squared Error (All),77.98770402263978,78.26115587038666,50.28589285488904,gnn
Srinagar,Pressure,Root Mean Squared Error (All),78.22275772869803,78.08023290781621,50.28589285488904,gnn
Srinagar,ghi_only,Mean Squared Error (Non-zero),13030.452431303136,12238.388846398386,12778.840097979708,joint
Srinagar,Wind Speed,Mean Squared Error (Non-zero),13044.697381354434,12257.46430122893,12778.840097979708,joint
Srinagar,meteorological_only,Mean Squared Error (Non-zero),53321.78869422704,55132.17367969081,12778.840097979708,gnn
Srinagar,all,Mean Squared Error (Non-zero),12909.002921674262,12455.343472341012,12778.840097979708,joint
Srinagar,Wind Direction,Mean Squared Error (Non-zero),13020.543975085371,12261.92893899216,12778.840097979708,joint
Srinagar,Relative Humidity,Mean Squared Error (Non-zero),13258.709123772853,12080.885995428524,12778.840097979708,joint
Srinagar,Temperature,Mean Squared Error (Non-zero),12670.704447215068,12320.670667793753,12778.840097979708,joint
Srinagar,Precipitable Water,Mean Squared Error (Non-zero),12437.18872836759,12311.09623122626,12778.840097979708,joint
Srinagar,Pressure,Mean Squared Error (Non-zero),12612.385631004048,12328.842585549231,12778.840097979708,joint
Srinagar,ghi_only,Root Mean Squared Error (Non-zero),114.15100714099344,110.6272518252098,113.04353187148617,joint
Srinagar,Wind Speed,Root Mean Squared Error (Non-zero),114.21338529854737,110.71343324650776,113.04353187148617,joint
Srinagar,meteorological_only,Root Mean Squared Error (Non-zero),230.9151114462348,234.8024141266244,113.04353187148617,gnn
Srinagar,all,Root Mean Squared Error (Non-zero),113.61779315615254,111.60351012553777,113.04353187148617,joint
Srinagar,Wind Direction,Root Mean Squared Error (Non-zero),114.1075982355486,110.73359444627523,113.04353187148617,joint
Srinagar,Relative Humidity,Root Mean Squared Error (Non-zero),115.1464681341675,109.91308382275751,113.04353187148617,joint
Srinagar,Temperature,Root Mean Squared Error (Non-zero),112.56422365572053,110.99851651168024,113.04353187148617,joint
Srinagar,Precipitable Water,Root Mean Squared Error (Non-zero),111.5221445649589,110.95537946051223,113.04353187148617,joint
Srinagar,Pressure,Root Mean Squared Error (Non-zero),112.304878037439,111.03532134212622,113.04353187148617,joint
Srinagar,ghi_only,Mean Absolute Error (All),34.58833883462312,31.529662936838204,15.955626346566444,gnn
Srinagar,Wind Speed,Mean Absolute Error (All),34.7024472987368,32.326790118073646,15.955626346566444,gnn
Srinagar,meteorological_only,Mean Absolute Error (All),123.8273513817258,136.9424093034683,15.955626346566444,gnn
Srinagar,all,Mean Absolute Error (All),33.51601087807611,36.21443092567853,15.955626346566444,gnn
Srinagar,Wind Direction,Mean Absolute Error (All),36.88431353394911,35.90744190796828,15.955626346566444,gnn
Srinagar,Relative Humidity,Mean Absolute Error (All),34.694410565994126,33.341382559107856,15.955626346566444,gnn
Srinagar,Temperature,Mean Absolute Error (All),34.22696333361208,34.94201669647136,15.955626346566444,gnn
Srinagar,Precipitable Water,Mean Absolute Error (All),34.90496848022519,37.16241740487216,15.955626346566444,gnn
Srinagar,Pressure,Mean Absolute Error (All),34.773365134396414,35.24010853182774,15.955626346566444,gnn
